Name,Category,Neighbourhood,IssuedYear,ExpiredYear,FullAddress,LAT,LONG,gislink
"SCHAUFELBUHL, ANITA",Personal Services,Downtown,2012,2022,"805 JOHNSON ST
VICTORIA BC  V8W 1N4",48.42640129,-123.3613895,1007021
SHAMPOO HAIR BAR DOWNTOWN,Personal Services,Downtown,2019,2022,"541 JOHNSON ST
VICTORIA BC  V8W 1M2",48.42752208,-123.3691241,1062003
SHELLEY DEWAR COUNSELLING & CONSULTING,Personal Services,Downtown,2013,2022,"224-645 FORT ST
VICTORIA BC  V8W 1G2",48.42444011,-123.366825,1037004
SILK ROAD AROMATHERAPY & TEA CO,Personal Services,Downtown,2012,2022,"1624 GOVERNMENT ST
VICTORIA BC  V8W 1Z3",48.42911352,-123.3673675,1060007
SOJUNG HAIR DESIGN INC,Personal Services,Downtown,2022,2022,"G-5-1001 DOUGLAS ST
VICTORIA BC  V8W 2C5",48.42398476,-123.3647972,1024035
SOLACE SALON,Personal Services,Downtown,2018,2022,"101A-850 BLANSHARD ST
VICTORIA BC  V8W 2H2",48.4224964,-123.3634618,1026008
SPA MAGNOLIA,Personal Services,Downtown,2012,2022,"623 COURTNEY ST
VICTORIA BC  V8W 1B8",48.4232259,-123.3670517,024-204-200
SPAR BOXING STUDIO,Personal Services,Downtown,2019,2022,"745 CORMORANT ST
VICTORIA BC  V8W 1R2",48.42823041,-123.3634994,V00191005
SPINCO VICTORIA,Personal Services,Downtown,2017,2022,"524 PANDORA AVE
VICTORIA   V8W 1N6",48.42892827,-123.3687353,029-264-138
STAERK HAIR,Personal Services,Downtown,2015,2022,"636 JOHNSON ST
VICTORIA BC  V8W 1M6",48.42745513,-123.365461,1044011
STUDIO 4 ATHLETICS,Personal Services,Downtown,2012,2022,"715 YATES ST
VICTORIA BC  V8W 1L6",48.42592993,-123.3643227,1022002
SUKI'S,Personal Services,Downtown,2019,2022,"103-561 JOHNSON ST
VICTORIA BC  V8W 1M2",48.42738037,-123.3686847,1062034
SUNDAY AESTHETICS,Personal Services,Downtown,2022,2022,"1014 GOVERNMENT ST
VICTORIA BC  V8W 1X7",48.42461627,-123.3682174,1069003
SWEENEY TODD'S BARBERSHOP,Personal Services,Downtown,2012,2022,"C-749 VIEW ST
VICTORIA BC  V8W 1J9",48.42497461,-123.3631621,1023003
SXYKO BEAUTY,Personal Services,Downtown,2020,2022,"226-733 JOHNSON ST
VICTORIA BC  V8W 3C7",48.42676976,-123.3632098,1021006
TANGO SALON,Personal Services,Downtown,2014,2022,"101-1619 STORE ST
VICTORIA BC  V8W 3K3",48.42899038,-123.3692855,1060021
TANYA ANDERSON,Personal Services,Downtown,2021,2022,"214-645 FORT ST
VICTORIA BC  V8W 1G2",48.42444011,-123.366825,1037004
TATSU TATTOO,Personal Services,Downtown,2021,2022,"208-645 FORT ST
VICTORIA BC  V8W 1G2",48.42444011,-123.366825,1037004
TECH NOIR TATTOO,Personal Services,Downtown,2019,2022,"1024 BLANSHARD ST
VICTORIA BC  V8W 2H5",48.42409808,-123.3628832,1024012
TERRY'S BARBER SHOP,Personal Services,Downtown,2014,2022,"135-736 VIEW ST
VICTORIA BC  V8W 1J8",48.4255562,-123.3638545,V00221024
THAI MASSAGE BY PAT,Personal Services,Downtown,2019,2022,"2 FLR-612 FISGARD ST
VICTORIA BC  V8W 1R6",48.4296361,-123.3665282,1047018
THE DEN HAIRSTYLISTS,Personal Services,Downtown,2012,2022,"A-709 FORT ST
VICTORIA BC  V8W 1G9",48.42431165,-123.3648401,1024034
THE ENCHANTED SWAMP,Personal Services,Downtown,2021,2022,"108-733 JOHNSON ST
VICTORIA BC  V8W 3C7",48.42676976,-123.3632098,1021006
THE FEMME COLLECTIVE,Personal Services,Downtown,2019,2022,"8-911 GORDON ST
VICTORIA BC  V8W 3P9",48.42375288,-123.3667515,1035001
THE GINGER HAIRSTYLING GROUP LTD,Personal Services,Downtown,2012,2022,"101-733 JOHNSON ST
VICTORIA BC  V8W 3C7",48.42676976,-123.3632098,1021006
THE NATURAL HAIR SALON,Personal Services,Downtown,2018,2022,"618 VIEW ST
VICTORIA BC  V8W 1J4",48.42582653,-123.3672317,1041007
THE OLD HAT,Personal Services,Downtown,2015,2022,"CRU3-595 PANDORA AVE
VICTORIA   V8W 1N5",48.42819153,-123.3679094,030-102-456
THE RED MIRROR SALON,Personal Services,Downtown,2012,2022,"1712 DOUGLAS ST
VICTORIA BC  V8W 2G7",48.42975589,-123.3649242,1047008
THE THAI SPA,Personal Services,Downtown,2013,2022,"7-532 FISGARD ST
VICTORIA BC  V8W 1R4",48.4297705,-123.3683866,024-630-349
THE UNION TATTOO STUDIOS,Personal Services,Downtown,2012,2022,"101-764 YATES ST
VICTORIA BC  V8W 1L4",48.42639435,-123.3628038,1021013
THREE'S COMPANY HAIR SALON,Personal Services,Downtown,2017,2022,"101-506 FORT ST
VICTORIA BC  V8W 1E6",48.42527095,-123.3692762,1067016
TRIPLE SPIRAL METAPHYSICAL,Personal Services,Downtown,2012,2022,"106-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",48.42877744,-123.3678107,1060018
UNIVERSAL TATTOOING LTD,Personal Services,Downtown,2012,2022,"1215 WHARF ST
VICTORIA BC  V8W 1T9",48.42659537,-123.3697959,1064001
UPGRADE LABS,Personal Services,Downtown,2021,2022,"516 FISGARD ST
VICTORIA BC  V8W 1S5",48.42976584,-123.3688815,1059002
VAN ISLE HOME CARE,Personal Services,Downtown,2020,2022,"203-606 COURTNEY ST
VICTORIA BC  V8W 1B6",48.42363256,-123.3677318,1034006
VELVET STUDIO,Personal Services,Downtown,2018,2022,"10-532 FISGARD ST
VICTORIA BC  V8W 1R4",48.4297705,-123.3683866,024-630-373
VICTORIA NATURAL LINES,Personal Services,Downtown,2017,2022,"5-532 FISGARD ST
VICTORIA BC  V8W 1R4",48.4297705,-123.3683866,024-630-322
VICTORIA TATTOO,Personal Services,Downtown,2020,2022,"409-620 VIEW ST
VICTORIA BC  V8W 1J6",48.4257746,-123.3667442,1041010
VICTORY BARBERS & BRAND,Personal Services,Downtown,2012,2022,"1315 BLANSHARD ST
VICTORIA BC  V8W 0B5",48.42640129,-123.3613895,1007021
VOGUE COLLECTIVE SALON,Personal Services,Downtown,2022,2022,"654 YATES ST
VICTORIA BC  V8W 1L3",48.42666593,-123.365408,1043008
VOLTA CLINIC,Personal Services,Downtown,2022,2022,"413-535 YATES ST
VICTORIA BC  V8W 2Z6",48.42652736,-123.3691242,1064005
WILD ROSE BEAUTY,Personal Services,Downtown,2017,2022,"913 GORDON ST
VICTORIA BC  V8W 3P9",48.42375288,-123.3667515,1035001
YARROW PHYSIOTHERAPY,Personal Services,Downtown,2012,2022,"212-645 FORT ST
VICTORIA BC  V8W 1G2",48.42444011,-123.366825,1037004
AWAKENING HEART COUNSELLING,Personal Services,Fairfield,2016,2021,"206-1005 COOK ST
VICTORIA BC  V8V 3Z6",48.42218922,-123.353879,3213010
LUV HAIR SALON,Personal Services,Fairfield,2012,2021,"1-1121 FORT ST
VICTORIA BC  V8V 3K9",48.42302706,-123.3530886,028-675-843
SIMPLE VITALITY,Personal Services,Fairfield,2012,2021,"208-1121 FORT ST
VICTORIA BC  V8V 3K9",48.42302706,-123.3530886,028-675-932
ALIGN HAIR STUDIO,Personal Services,Fairfield,2018,2022,"3-313 COOK ST
VICTORIA BC  V8V 3X5",48.41441472,-123.3560059,017-565-022
COOK ST. DENTURE CLINIC LTD.,Personal Services,Fairfield,2013,2022,"A-314 COOK ST
VICTORIA BC  V8V 3X6",48.41495305,-123.356764,3186010
COOK STREET COMMUNITY MIDWIVES,Personal Services,Fairfield,2012,2022,"101-1005 COOK ST
VICTORIA BC  V8V 3Z6",48.42218922,-123.353879,3213010
COOK STREET VILLAGE SPA,Personal Services,Fairfield,2017,2022,"247 COOK ST
VICTORIA BC  V8V 3X4",48.41374271,-123.3561163,3228037
FERREIRA NOW SALON AND DAY SPA LTD,Personal Services,Fairfield,2022,2022,"3-313 COOK ST
VICTORIA BC  V8V 3X5",48.41441472,-123.3560059,017-565-022
FIRST MEMORIAL FUNERAL SERVICES,Personal Services,Fairfield,2012,2022,"1155 FORT ST
VICTORIA BC  V8V 3K9",48.42290249,-123.3519499,3212007
FLEXIBILITY MASSAGE,Personal Services,Fairfield,2022,2022,"814 BROUGHTON ST
VICTORIA BC  V8W 1E4",48.42381196,-123.3617952,1004002
FRILLY LILLY,Personal Services,Fairfield,2012,2022,"811 FORT ST
VICTORIA BC  V8W 1H6",48.42401454,-123.362111,1004001
INSPIRE HAIR DESIGN,Personal Services,Fairfield,2020,2022,"1009 BLANSHARD ST
VICTORIA BC  V8W 2H4",48.42383492,-123.3622814,1004023
JACK NATHAN FUNCTIONAL HEALTH INC,Personal Services,Fairfield,2021,2022,"101-230 COOK ST
VICTORIA BC  V8V 3X3",48.41409275,-123.3572801,3185008
LACY BRANDT ACCUPUNCTURE,Personal Services,Fairfield,2021,2022,"202-1005 COOK ST
VICTORIA BC  V8V 3Z6",48.42218922,-123.353879,3213010
LOOKING GLASS SALON,Personal Services,Fairfield,2012,2022,"101-364 MOSS ST
VICTORIA BC  V8V 4N1",48.41487844,-123.3492425,018-997-791
MINTON HOUSE,Personal Services,Fairfield,2014,2022,"1070 SOUTHGATE ST
VICTORIA BC  V8V 2Z2",48.41664455,-123.3564125,3196070
MOURA HAIR DESIGN,Personal Services,Fairfield,2012,2022,"1556 FAIRFIELD RD
VICTORIA BC  V8S 1G1",48.4127703,-123.338329,3280025
NEW SKIN LASER TATTOO REMOVAL,Personal Services,Fairfield,2013,2022,"1026 COOK ST
VICTORIA BC  V8V 3Z5",48.42281239,-123.3545616,3208010
PEARSON PROFESSIONAL CENTRES,Personal Services,Fairfield,2018,2022,"201-818 BROUGHTON ST
VICTORIA BC  V8W 1E4",48.42362076,-123.3614611,1004019
"SADLER, ALISON",Personal Services,Fairfield,2012,2022,"206-1005 COOK ST
VICTORIA BC  V8V 3Z6",48.42218922,-123.353879,3213010
SHAMPOO HAIR BAR LTD,Personal Services,Fairfield,2012,2022,"1272 MAY ST
VICTORIA BC  V8V 2T2",48.41165164,-123.350055,3252013
SNORE MD INC,Personal Services,Fairfield,2021,2022,"4-1516 FAIRFIELD RD
VICTORIA BC  V8S 1G1",48.4127703,-123.338329,3280025
THE PARKSIDE SPA,Personal Services,Fairfield,2017,2022,"810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",48.42037281,-123.3629347,027-970-248
THE REFLEXOLOGY EXPERIENCE,Personal Services,Fairfield,2019,2022,"4-313 COOK ST
VICTORIA BC  V8V 3X5",48.41441472,-123.3560059,017-565-031
THE TEN SPOT VICTORIA,Personal Services,Fairfield,2020,2022,"1101 FORT ST
VICTORIA BC  V8V 3K9",48.42307595,-123.3535356,V02121022
THE VILLAGE COIFFURE,Personal Services,Fairfield,2012,2022,"335 COOK ST
VICTORIA BC  V8V 3X5",48.41477521,-123.3559847,3226001
TJ NAILS & SPA,Personal Services,Fairfield,2012,2022,"1540 FAIRFIELD RD
VICTORIA BC  V8S 1G1",48.4127703,-123.338329,3280025
UOMO MODERN BARBER,Personal Services,Fairfield,2017,2022,"105-240 COOK ST
VICTORIA BC  V8V 3X3",48.41445043,-123.357344,028-474-686
URGE STUDIOS PACIFIC,Personal Services,Fairfield,2012,2022,"1026 COOK ST
VICTORIA BC  V8V 3Z5",48.42281239,-123.3545616,3208010
VICTORIA FOOT AND ANKLE CLINIC,Personal Services,Fairfield,2020,2022,"103-1075 PENDERGAST ST
VICTORIA BC  V8V 0A1",48.41527941,-123.3567487,3186024
"WHITNEY BAXTER NATURAL WELLNESS
FAIRFIELD HEALTH AND WELLNESS CLINIC",Personal Services,Fairfield,2020,2022,"1255 FAIRFIELD RD
VICTORIA BC  V8V 3B3",48.41579456,-123.3498916,3270006
YOUR OCCASION IS MY BUSINESS,Personal Services,Fairfield,2012,2022,"1275 MAY ST
VICTORIA BC  V8V 2T1",48.41123422,-123.3503994,3247003
"DAVIDSON-SPARKS, HILARY",Personal Services,Fernwood,2019,2019,"G1-1284 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
WAKE UP MADE UP PERMANENT MAKE-UP,Personal Services,Fernwood,2012,2020,"1608 CAMOSUN ST
VICTORIA BC  V8T 3E6",48.42816575,-123.3471274,7460039
ARCH&CO,Personal Services,Fernwood,2019,2021,"1417 STADACONA AVE
VICTORIA BC  V8S 5J3",48.42598245,-123.3389962,000-713-163
FORUM INTERIOR DESIGN,Personal Services,Fernwood,2021,2021,"1608 CAMOSUN ST
VICTORIA BC  V8T 3E6",48.42816575,-123.3471274,7460039
HELEN LENNIE COUNSELLING AND COACHING,Personal Services,Fernwood,2020,2021,"318-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
UNLOCK THE BLOCK CRYPTOCURRENCY COACHING,Personal Services,Fernwood,2021,2021,"103-1180 VIEW ST
VICTORIA BC  V8V 3M1",48.42408163,-123.350419,7493014
VICTORIA DENTAL ESTHETICS INC,Personal Services,Fernwood,2012,2021,"C2-1284 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
ALIVE MINDBODY,Personal Services,Fernwood,2015,2022,"301-1821 COOK ST
VICTORIA BC  V8T 3P5",48.42979267,-123.3524998,7481027
ARLA SINCLAIR COUNSELLING SOLUTIONS,Personal Services,Fernwood,2012,2022,"316-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
BEAUTY BY YEM,Personal Services,Fernwood,2017,2022,"1288 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
COMMON SENSE ORTHOTICS,Personal Services,Fernwood,2020,2022,"1528 FORT ST
VICTORIA BC  V8S 5J2",48.42598245,-123.3389962,000-713-163
DU BRULE OF HOLLYWOOD LTD,Personal Services,Fernwood,2012,2022,"322-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
ESTEEM TREATMENTS INC,Personal Services,Fernwood,2017,2022,"202-1821 COOK ST
VICTORIA BC  V8T 3P5",48.42979267,-123.3524998,7481027
ESTEEM TREATMENTS INC,Personal Services,Fernwood,2022,2022,"1564 FORT ST
VICTORIA BC  V8S 5J2",48.42598245,-123.3389962,000-713-163
"FARR, CAROLYN M",Personal Services,Fernwood,2012,2022,"7-1140 FORT ST
VICTORIA BC  V8V 3K8",48.42345288,-123.3521908,7494026
FLY THE CAGE TATTOO AND DESIGN,Personal Services,Fernwood,2013,2022,"D2-1284 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
GEMI HAIR DESIGNS,Personal Services,Fernwood,2012,2022,"1329 COOK ST
VICTORIA BC  V8V 4A3",48.42575675,-123.3531284,7492108
GENTLE TOUCH ESTHETIQUES,Personal Services,Fernwood,2012,2022,"1321 COOK ST
VICTORIA BC  V8V 4A3",48.42563278,-123.3531587,7492035
HANNAH CARADONNA MSW,Personal Services,Fernwood,2012,2022,"318-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
INNER BLOSSOM HYPNOTHERAPY,Personal Services,Fernwood,2015,2022,"228-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
ISLAND FAMILY COUNSELLING CENTRE,Personal Services,Fernwood,2012,2022,"316-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
JIN TRIPP HEALTH SERVICES,Personal Services,Fernwood,2013,2022,"108-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
"JULIE PAUL, RMT",Personal Services,Fernwood,2012,2022,"G2-1284 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
JUNE SWANSON COUNSELLING,Personal Services,Fernwood,2020,2022,"204-1711 COOK ST
VICTORIA BC  V8T 3P2",48.42882068,-123.3527616,030-030-251
KUMON CENTRE OF OAK BAY,Personal Services,Fernwood,2021,2022,"1560 FORT ST
VICTORIA BC  V8S 5J2",48.42598245,-123.3389962,000-713-163
LIGHTBREEZE WELLNESS CONSULTING,Personal Services,Fernwood,2014,2022,"228-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
"LUMSDEN, DAVID H",Personal Services,Fernwood,2021,2022,"B-2541 EMPIRE ST
VICTORIA BC  V8T 1V4",48.43612881,-123.3504883,8537001
LYNN WYLIE/HELGA BEER YOGA,Personal Services,Fernwood,2015,2022,"202-1600 BAY ST
VICTORIA BC  V8R 2B6",48.43431968,-123.3359753,8556018
MAISON GEORGE,Personal Services,Fernwood,2012,2022,"1544 FORT ST
VICTORIA BC  V8S 5J2",48.42598245,-123.3389962,000-713-163
"SALAHS HAIR LOUNGE AND BARBERSHOP
& SEA OF ESMERALDA BEAUTIQUE LTD",Personal Services,Fernwood,2021,2022,"1503 HAULTAIN ST
VICTORIA BC  V8R 2K1",48.43599111,-123.3394007,8549001
SARAH MUN HAIR DESIGN,Personal Services,Fernwood,2021,2022,"1503 HAULTAIN ST
VICTORIA BC  V8R 2K1",48.43599111,-123.3394007,8549001
SHELBOURNE PHYSIOTHERAPY - DOWNTOWN CLINIC,Personal Services,Fernwood,2012,2022,"308-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
"ST DENIS, SUZANNE",Personal Services,Fernwood,2017,2022,"1407 CHAMBERS ST
VICTORIA BC  V8V 4C6",48.42592839,-123.3503924,7490031
STUDIO 1313,Personal Services,Fernwood,2013,2022,"1313 GLADSTONE AVE
VICTORIA BC  V8R 1R9",48.43033761,-123.3448784,7447001
STYLE FORWARD WELLNESS SERVICES,Personal Services,Fernwood,2012,2022,"228-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
"STYPKA, KAZIMIERA",Personal Services,Fernwood,2012,2022,"10-1140 FORT ST
VICTORIA BC  V8V 3K8",48.42345288,-123.3521908,7494026
TORTOISE HAIR DESIGN,Personal Services,Fernwood,2012,2022,"1544 FORT ST
VICTORIA BC  V8S 5J2",48.42598245,-123.3389962,000-713-163
VICTORIA COUNSELLING CENTRE,Personal Services,Fernwood,2012,2022,"216-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
VICTORIA EXPRESSIVE THERAPIES,Personal Services,Fernwood,2017,2022,"324-1175 COOK ST
VICTORIA BC  V8V 4A1",48.4239036,-123.3533642,7494033
VICTORIA ROSE COSMETIC,Personal Services,Fernwood,2017,2022,"1417 STADACONA AVE
VICTORIA BC  V8S 5J3",48.42598245,-123.3389962,000-713-163
WHO DYD YOUR HAIR,Personal Services,Fernwood,2012,2022,"E1-1284 GLADSTONE AVE
VICTORIA BC  V8T 1G6",48.43069378,-123.3456491,7461025
HAIR BY MIRJANA,Personal Services,Gonzales,2020,2021,"1720 LILLIAN RD
VICTORIA BC  V8S 1K9",48.41356699,-123.3333786,5318003
0709014 BC LTD,Personal Services,Gonzales,2012,2022,"112-1841 OAK BAY AVE
VICTORIA BC  V8R 1C4",48.42619586,-123.327577,6375002
"BASKIN, ALANA L",Personal Services,Gonzales,2021,2022,"1827 FAIRFIELD RD
VICTORIA BC  V8S 1G9",48.41531159,-123.3291843,028-012-232
CHAMBERLAIN WALK HAIR DESIGNERS,Personal Services,Gonzales,2012,2022,"107-1841 OAK BAY AVE
VICTORIA BC  V8R 1C4",48.42619586,-123.327577,6375002
CURLY HAIR REVOLUTION,Personal Services,Gonzales,2022,2022,"1827 FAIRFIELD RD
VICTORIA BC  V8S 1G9",48.41531159,-123.3291843,028-012-224
DANIELLE BENNETT HAIRSTYLIST,Personal Services,Gonzales,2017,2022,"1720 LILLIAN RD
VICTORIA BC  V8S 1K9",48.41356699,-123.3333786,5318003
HUSH LASH STUDIO,Personal Services,Gonzales,2020,2022,"1072 FOUL BAY RD
VICTORIA BC  V8S 4J2",48.4261864,-123.3230649,029-399-521
JOHN BALOGH COACHING & CONFLICT MANAGEMENT,Personal Services,Gonzales,2014,2022,"1012 CHAMBERLAIN ST
VICTORIA BC  V8S 4B9",48.42470891,-123.327254,6375014
"OLCHOWECKI, MARNIE",Personal Services,Gonzales,2012,2022,"1863 OAK BAY AVE
VICTORIA BC  V8R 1C6",48.42619312,-123.3267529,6376001
SAFRA DAY SPA,Personal Services,Gonzales,2012,2022,"112-1841 OAK BAY AVE
VICTORIA BC  V8R 1C4",48.42619586,-123.327577,6375002
STUDIO ELEVEN SALON,Personal Services,Gonzales,2020,2022,"1720 LILLIAN RD
VICTORIA BC  V8S 1K9",48.41356699,-123.3333786,5318003
TEN- FIFTEEN BEAUTY INC,Personal Services,Gonzales,2016,2022,"1827 FAIRFIELD RD
VICTORIA BC  V8S 1G9",48.41531159,-123.3291843,028-012-224
TEN FIFTHTEEN BEAUTY,Personal Services,Gonzales,2020,2022,"1827 FAIRFIELD RD
VICTORIA BC  V8S 1G9",48.41531159,-123.3291843,028-012-224
WILDWOOD HEALTH AND PERFORMANCE,Personal Services,Gonzales,2012,2022,"277 WILDWOOD AVE
VICTORIA BC  V8S 3W2",48.41308821,-123.3335268,5326001
CHARGE FITNESS,Personal Services,Harris Green,2018,2021,"1031 FORT ST
VICTORIA BC  V8V 3K5",48.42330733,-123.3556557,025-005-901
FIT SALON,Personal Services,Harris Green,2018,2021,"B-843 YATES ST
VICTORIA BC  V8W 1M1",48.42550342,-123.3603591,027-225-747
JO JO'S HIDEAWAY HAIR SALON,Personal Services,Harris Green,2012,2021,"110B-911 YATES ST
VICTORIA BC  V8V 4X3",48.42504201,-123.3576649,1525020
SYNC THERAPY,Personal Services,Harris Green,2015,2021,"10-920 JOHNSON ST
VICTORIA BC  V8V 3N4",48.42670445,-123.3578604,1521017
VICTORIA SHORIN RYU KARATE SHINKOKAI,Personal Services,Harris Green,2015,2021,"103-1011 FORT ST
VICTORIA BC  V8V 3K5",48.42338048,-123.3563267,1530002
VICTORIA'S DENTAL HYGIENE CLINIC,Personal Services,Harris Green,2012,2021,"108-1030 YATES ST
VICTORIA BC  V8V 5A7",48.42555987,-123.3552285,026-101-068
AESTHEVA MEDICAL AESTHETICS,Personal Services,Harris Green,2021,2022,"946 FORT ST
VICTORIA BC  V8V 3K2",48.42403056,-123.3574745,1528009
ALANA COLLINS FITNESS COACHING,Personal Services,Harris Green,2020,2022,"107-1029 VIEW ST
VICTORIA BC  V8V 0C9",48.42417238,-123.3558241,030-755-603
ANDRII'S WELLNESS,Personal Services,Harris Green,2022,2022,"852 FORT ST
VICTORIA BC  V8W 1H8",48.42433642,-123.3602742,1005015
"BERGERON, JULIE",Personal Services,Harris Green,2022,2022,"100-1011 FORT ST
VICTORIA BC  V8V 3K5",48.42338048,-123.3563267,1530002
BRUTE BARBER CO,Personal Services,Harris Green,2017,2022,"4-1010 YATES ST
VICTORIA BC  V8V 3M6",48.42580625,-123.3559627,1523018
CABANA TAN,Personal Services,Harris Green,2016,2022,"5-1010 YATES ST
VICTORIA BC  V8V 3M6",48.42580625,-123.3559627,1523018
CADENCE HAIR CO,Personal Services,Harris Green,2020,2022,"100-1011 FORT ST
VICTORIA BC  V8V 3K5",48.42338048,-123.3563267,1530002
"CAIRNS-HAIRE, CONNOR J",Personal Services,Harris Green,2020,2022,"989 JOHNSON ST
VICTORIA BC  V8V 0E3",48.42609653,-123.3570299,V05241023
CIRCLE INTEGRATIVE WELLNESS LTD,Personal Services,Harris Green,2021,2022,"852 FORT ST
VICTORIA BC  V8W 1H8",48.42433642,-123.3602742,1005015
COOKSTREETBARBERSHOP,Personal Services,Harris Green,2015,2022,"110-1029 VIEW ST
VICTORIA BC  V0V 0C9",48.42417238,-123.3558241,030-755-573
"DOERKSEN, STEPHANIE",Personal Services,Harris Green,2021,2022,"1080 MEARES ST
VICTORIA BC  V8V 3K5",48.42322066,-123.3548606,1530009
DR CLARK RYAN KONCZAK,Personal Services,Harris Green,2013,2022,"103-1090 JOHNSON ST
VICTORIA BC  V8V 0B3",48.4262648,-123.3537983,029-105-137
DR.BONNIE E ROBINSON,Personal Services,Harris Green,2013,2022,"P5-1061 FORT ST
VICTORIA BC  V8V 5A1",48.42326741,-123.3552892,024-700-037
FORGE PERSONAL TRAINING,Personal Services,Harris Green,2015,2022,"105-989 JOHNSON ST
VICTORIA BC  V8V 0E3",48.42609653,-123.3570299,030-891-884
GALLERY HAIR SALON,Personal Services,Harris Green,2020,2022,"111-1030 YATES ST
VICTORIA BC  V8V 5A7",48.42555987,-123.3552285,026-100-991
GALLERY SALON,Personal Services,Harris Green,2020,2022,"111-1030 YATES ST
VICTORIA BC  V8V 5A7",48.42555987,-123.3552285,026-100-991
GORGEOUSSKIN SPA,Personal Services,Harris Green,2012,2022,"8-920 JOHNSON ST
VICTORIA BC  V8V 3N4",48.42670445,-123.3578604,1521017
JENNA BERG COUNSELLING,Personal Services,Harris Green,2018,2022,"888 FORT ST
VICTORIA BC  V8W 1H8",48.42429646,-123.3599083,1005013
JOJO HAIR SALON,Personal Services,Harris Green,2021,2022,"120-911 YATES ST
VICTORIA BC  V8V 4X3",48.42504201,-123.3576649,1525020
KANOKWAN THAI SPA,Personal Services,Harris Green,2014,2022,"863 VIEW ST
VICTORIA BC  V8W 1K1",48.42465003,-123.3602154,1005025
KINKY VAN,Personal Services,Harris Green,2022,2022,"185-911 YATES ST
VICTORIA BC  V8V 4Y9",48.42504201,-123.3576649,1525020
MY MINK LASHES & TRAINING ACADEMY INC,Personal Services,Harris Green,2018,2022,"941 FORT ST
VICTORIA BC  V8V 3K3",48.42358096,-123.3581539,1529007
MYLAN NAILS & SPA,Personal Services,Harris Green,2021,2022,"B-843 YATES ST
VICTORIA BC  V8W 1M1",48.42550342,-123.3603591,027-225-747
OLIVE FERTILITY CENTRE,Personal Services,Harris Green,2022,2022,"214-911 YATES ST
VICTORIA BC  V8V 4X3",48.42504201,-123.3576649,1525020
ORANGETHEORY FITNESS,Personal Services,Harris Green,2014,2022,"2-1010 YATES ST
VICTORIA BC  V8V 3M6",48.42580625,-123.3559627,1523018
REMEDY WELLNESS CENTRE,Personal Services,Harris Green,2012,2022,"214-852 FORT ST
VICTORIA BC  V8W 1H8",48.42433642,-123.3602742,1005015
RITUAL NORDIC SPA,Personal Services,Harris Green,2021,2022,"101-989 JOHNSON ST
VICTORIA BC  V8V 0E3",48.42609653,-123.3570299,030-891-892
SIMPLE REMEDIES HERBAL SOLUTIONS,Personal Services,Harris Green,2015,2022,"1046 FORT ST
VICTORIA BC  V8V 3K4",48.42373775,-123.3547968,1527021
SPARROW SALON AND SPA,Personal Services,Harris Green,2012,2022,"111-1029 VIEW ST
VICTORIA BC  V8V 0C9",48.42417238,-123.3558241,030-755-565
STATUS BARBER & BRAND INC,Personal Services,Harris Green,2012,2022,"4-1010 YATES ST
VICTORIA BC  V8V 3M6",48.42580625,-123.3559627,1523018
STUDIO KANTI,Personal Services,Harris Green,2016,2022,"1071 FORT ST
VICTORIA BC  V8V 3K5",48.42322066,-123.3548606,1530009
T Z TATTOO ZOO,Personal Services,Harris Green,2012,2022,"826 FORT ST
VICTORIA BC  V8W 1H8",48.42442969,-123.361128,1005018
TFA - THE FITNESS ACADEMY,Personal Services,Harris Green,2021,2022,"1075 PANDORA AVE
VICTORIA BC  V8V 0C4",48.42660341,-123.3538411,V05221010
TIGER TATTOO,Personal Services,Harris Green,2018,2022,"202-1420 QUADRA ST
VICTORIA BC  V8W 2L1",48.4271974,-123.3593361,1008023
VIC CITY BARBERS,Personal Services,Harris Green,2013,2022,"920 JOHNSON ST
VICTORIA BC  NCA",48.42670445,-123.3578604,1521017
